timestamp,cpu_util,memory_util,error_rate
2025-08-06 22:47:06.913872,62.450712295168486,61.70873528746982,0.00783079881793785
2025-08-06 22:48:06.913872,52.92603548243223,60.122554306315415,0.00483373004518572
2025-08-06 22:49:06.913872,64.71532807151038,55.688449335826355,0.005311380925389429
2025-08-06 22:50:06.913872,77.84544784612038,59.97473339152213,0.0024281485644759436
2025-08-06 22:51:06.913872,51.48769937914996,64.90841625492943,0.008947375326286313
2025-08-06 22:52:06.913872,51.487945645762295,58.738378710211606,0.009583533718882077
2025-08-06 22:53:06.913872,78.68819223261087,64.19767630230274,0.00654638420924628
2025-08-06 22:54:06.913872,66.51152093729362,51.63331221576953,0.001516912449576513
2025-08-06 22:55:06.913872,47.95788421097572,53.961063488542955,0.005345031389995975
2025-08-06 22:56:06.913872,63.13840065378947,52.65679496726025,0.0030246161615284615
2025-08-06 22:57:06.913872,48.04873460781307,54.34868628207594,0.004508647376787731
2025-08-06 22:58:06.913872,48.01405369644615,72.87181046706091,0.006745409644438182
2025-08-06 22:59:06.913872,58.629434073490515,67.26038793110361,0.0007070265376522278
2025-08-06 23:00:06.913872,26.300796330133032,49.230768813156544,0.0020329998273330386
2025-08-06 23:01:06.913872,29.126232512304508,64.37498296408455,0.0074987593280867225
2025-08-06 23:02:06.913872,46.56568706138541,56.0941768735143,0.00038168586505223925
2025-08-06 23:03:06.913872,39.80753319498364,53.17615414528434,0.006018652678186624
2025-08-06 23:04:06.913872,59.71370998892911,45.14260534277493,0.0026726781678322177
2025-08-06 23:05:06.913872,41.37963886718184,69.71918693820244,0.00902485831539417
2025-08-06 23:06:06.913872,33.81544447997062,46.36136850332861,0.008331012173896122
2025-08-06 23:07:06.913872,76.98473153382331,59.48036821990126,0.009193352798622155
2025-08-06 23:08:06.913872,51.61335549270196,50.536887542751316,0.0009386431086777602
2025-08-06 23:09:06.913872,56.012923070318855,67.75843947069924,0.009947171826232667
2025-08-06 23:10:06.913872,33.62877720679815,56.65648173686049,0.0014349722271234833
2025-08-06 23:11:06.913872,46.834259132122256,58.65537344479655,0.008701255503927833
2025-08-06 23:12:06.913872,56.663838845647994,58.992657370699675,0.0037596850568842035
2025-08-06 23:13:06.913872,37.73509633866546,63.02570334935783,0.009551027763717424
2025-08-06 23:14:06.913872,60.63547027518508,60.130047639833094,1.0407084460775095e-05
2025-08-06 23:15:06.913872,45.99041965121793,59.56726811038884,0.006891704411885339
2025-08-06 23:16:06.913872,50.62459375310085,54.81598024745222,0.009956587323730746
2025-08-06 23:17:06.913872,45.97440081655905,44.25270626657907,0.006938671187687712
2025-08-06 23:18:06.913872,82.78417276763406,48.81449040458145,0.007065434361805876
2025-08-06 23:19:06.913872,54.79754162893099,67.18479738680645,0.006672488468328621
2025-08-06 23:20:06.913872,39.13433606566149,56.94180536673702,0.009793726566816697
2025-08-06 23:21:06.913872,67.33817368154783,53.359902222775204,0.007176060416356932
2025-08-06 23:22:06.913872,36.68734525043467,45.94271855581955,0.004969354448623985
2025-08-06 23:23:06.913872,58.132953925071334,42.80352859909648,0.0024776454094655198
2025-08-06 23:24:06.913872,25.604948141803366,52.96793119871801,0.007769964864359273
2025-08-06 23:25:06.913872,35.07720926652354,68.88052854045257,0.0016102340496499468
